,age,gender,emailContactable,postalContactable,postalCode,numberChildren,reactivationValue,toothBrushType,MrPropreTrier,AntikalTrier,ArielTrier,DashTrier,scentLover,petOwner,ecoInterest,washDishes,liquidDetergent,podsDetergent,powderDetergent,pc_score,postalScore,score_event
5833,55,0,1,1,17,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,106,0
5834,25,1,0,0,63,0,4,0,0,0,1,1,0,1,1,0,1,0,0,1,115,0
5835,35,1,1,1,59,3,4,1,0,0,0,0,0,0,3,1,1,0,0,4,808,0
5836,35,1,1,1,89,2,4,1,0,0,1,1,1,0,3,1,1,0,0,3,75,0
5837,35,1,1,1,31,1,4,1,1,0,1,1,2,0,0,0,0,1,0,2,200,0
5838,55,1,1,1,47,2,4,0,0,0,0,0,2,1,3,1,1,0,0,1,53,1
5839,35,1,1,1,57,2,4,0,0,0,1,1,0,1,3,1,0,1,0,4,212,4
5840,25,1,1,1,26,1,1,0,0,0,0,0,0,1,1,1,0,1,0,3,70,0
5841,45,1,1,1,89,1,3,0,0,0,0,0,0,1,3,0,1,0,0,3,75,0
5842,55,1,1,1,2,2,4,1,0,0,0,0,0,1,2,1,1,0,0,3,209,5
5843,55,0,1,1,71,2,4,0,0,0,0,0,0,1,3,0,1,0,0,2,79,2
5844,35,1,1,1,38,1,4,0,0,0,1,0,2,0,3,0,1,0,0,4,165,0
5845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0
5846,35,1,1,1,57,3,1,0,0,0,0,0,0,1,3,0,0,0,1,4,212,0
5847,35,1,1,1,8,0,4,0,1,0,1,1,0,1,0,1,1,0,0,2,82,0
5848,35,1,1,1,41,5,4,0,0,0,1,1,0,1,0,1,0,1,0,3,67,0
5849,65,1,1,1,59,0,4,0,0,0,0,0,0,1,3,0,1,0,0,4,808,0
5850,25,1,1,1,60,3,4,0,1,1,1,1,0,0,0,0,1,0,0,4,259,0
5851,45,1,1,1,59,3,4,1,0,0,0,0,2,0,0,0,1,0,0,4,808,0
5852,55,1,1,1,28,0,3,1,0,0,1,0,0,1,3,0,0,1,0,2,98,0
5853,45,1,1,1,38,2,4,1,0,0,1,1,1,1,3,1,1,0,0,4,165,8
5854,35,1,1,1,62,1,2,0,1,0,1,0,0,1,0,0,0,1,0,4,616,0
5855,25,1,1,1,91,0,3,0,0,0,0,0,0,1,2,0,0,1,0,3,207,0
5856,45,0,0,0,12,2,1,0,0,0,0,0,0,1,1,1,0,0,0,1,26,1
5857,55,1,1,1,21,2,4,0,0,0,0,0,1,1,1,1,0,0,1,2,107,0
5858,55,1,1,1,14,0,4,1,0,0,1,1,0,0,3,0,1,0,0,3,115,0
5859,35,1,1,1,91,3,4,0,1,1,1,1,2,0,0,0,1,0,0,3,207,0
5860,35,1,1,1,78,0,4,0,0,0,0,0,0,1,2,0,0,1,0,3,238,4
5861,45,1,1,1,21,3,4,0,0,0,0,0,2,1,1,1,1,0,0,2,107,0
5862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0
5863,45,1,1,1,10,0,4,0,0,0,0,1,2,0,2,0,0,1,0,3,87,0
5864,45,1,1,1,75,0,4,0,0,0,0,0,2,0,0,0,0,1,0,3,128,0
5865,25,1,0,0,77,0,4,1,0,0,0,0,0,1,0,0,0,1,0,3,232,0
5866,65,1,1,1,29,0,4,0,0,0,0,0,0,1,0,1,0,1,0,1,188,0
5867,65,1,1,1,59,0,4,0,0,1,0,0,1,1,1,1,1,0,0,4,808,4
5868,65,1,1,1,34,3,4,0,0,0,1,0,0,1,2,0,1,0,0,4,192,0
5869,35,1,1,1,93,0,4,1,0,0,1,1,1,0,0,0,0,1,0,3,242,0
5870,35,1,1,1,42,1,4,1,1,0,1,0,1,1,0,0,0,1,0,1,115,0
5871,35,1,1,1,57,3,4,0,0,0,0,0,2,0,3,0,0,1,0,4,212,0
5872,45,1,0,1,91,2,3,1,0,0,0,0,0,1,2,1,1,0,0,3,207,0
5873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0
5874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0
5875,45,1,1,1,33,1,4,0,1,0,1,1,0,1,4,0,0,1,0,2,296,1
5876,55,1,1,1,40,0,2,0,0,0,1,1,0,1,3,1,0,1,0,2,76,0
5877,35,1,1,1,62,1,4,0,0,0,0,0,0,1,1,0,1,0,0,4,616,0
5878,35,1,1,1,27,0,4,1,0,0,1,0,1,1,0,0,0,1,0,3,150,0
5879,45,1,1,1,69,0,4,1,0,1,1,1,3,0,3,0,0,1,0,2,235,3
5880,35,1,1,1,28,2,4,0,0,0,0,0,0,1,0,1,1,0,0,2,98,0
5881,35,1,1,1,34,5,4,1,0,0,1,0,0,1,1,1,0,1,0,4,192,0
5882,45,0,1,1,51,5,4,0,0,0,1,0,0,0,0,1,0,1,0,2,168,0
5883,55,1,1,1,31,2,3,0,1,0,1,1,1,0,2,0,0,1,0,2,200,0
5884,45,1,1,1,24,1,2,0,0,0,1,1,3,1,0,0,1,0,0,3,54,0
5885,55,1,1,1,21,2,4,1,0,0,0,0,0,1,1,1,1,0,0,2,107,0
5886,45,1,1,1,78,3,3,1,0,0,0,0,2,0,0,0,1,0,0,3,238,0
5887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0
5888,55,1,1,1,34,1,4,1,1,1,1,1,1,1,4,1,1,0,0,4,192,3
5889,35,1,1,0,13,2,4,1,0,0,1,1,0,1,0,0,0,1,0,2,216,0
5890,45,1,1,1,54,1,4,1,0,0,0,0,0,0,4,0,1,0,0,3,154,0
5891,35,1,1,0,33,1,4,0,0,0,1,0,2,1,1,0,1,0,0,2,296,0
5892,45,0,1,1,84,0,4,0,0,0,1,0,0,1,3,1,1,0,0,3,82,0
5893,55,1,1,1,31,0,4,0,0,0,1,1,1,1,4,0,0,1,0,2,200,0
5894,25,1,1,1,67,0,4,1,1,0,1,0,0,0,1,0,0,0,0,2,169,0
5895,35,1,1,1,93,1,3,0,0,0,1,1,1,1,4,1,0,1,0,3,242,0
5896,35,1,1,1,76,2,4,1,0,0,0,0,1,1,2,1,1,0,0,3,282,0
5897,35,1,0,1,63,3,2,0,1,0,1,1,0,1,1,1,1,0,0,1,115,0
5898,35,1,1,1,44,0,4,0,0,0,0,0,1,1,0,1,0,1,0,2,260,0
5899,35,1,1,1,13,2,4,1,0,0,1,1,0,1,3,1,0,1,0,2,216,3
5900,25,1,1,1,69,2,4,0,0,0,1,1,0,0,0,0,1,0,0,2,235,0
5901,55,1,1,1,56,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,124,0
5902,25,1,1,1,14,1,3,0,0,1,1,1,0,1,1,0,0,1,0,3,115,0
5903,45,1,1,1,45,0,4,1,0,0,0,0,1,1,4,0,0,0,0,3,178,0
5904,45,1,1,1,60,3,4,1,0,0,1,1,2,0,1,1,0,1,0,4,259,1
5905,45,1,1,1,75,0,4,0,0,0,1,0,3,0,1,0,1,0,0,3,128,2
5906,25,1,1,1,69,2,4,0,0,0,0,0,0,0,1,1,1,0,0,2,235,0
5907,55,1,1,1,21,1,4,0,1,0,1,1,0,0,2,0,0,0,0,2,107,5
5908,55,0,1,1,62,2,2,0,0,0,0,0,0,1,3,0,1,0,0,4,616,0
5909,25,1,1,1,17,0,4,1,1,0,1,1,1,1,0,0,1,0,0,3,106,0
5910,45,1,1,1,1,0,2,0,0,0,1,0,2,1,3,0,1,0,0,3,87,0
5911,75,1,1,1,79,0,4,0,1,0,1,1,1,0,2,0,1,0,0,2,70,7
5912,25,1,1,0,76,0,3,0,0,0,0,0,0,1,3,0,0,0,0,3,282,0
5913,35,1,1,1,64,2,4,1,0,0,1,0,0,0,1,0,0,1,0,1,80,0
5914,55,0,1,1,94,3,4,1,1,0,1,1,2,0,0,0,0,1,0,3,199,0
5915,55,1,1,1,69,2,4,0,0,0,0,0,3,1,2,0,1,0,0,2,235,0
5916,45,1,1,1,57,0,4,1,0,0,1,1,2,0,3,0,1,0,0,4,212,0
5917,25,0,1,1,28,0,4,0,0,0,1,0,0,0,0,0,0,1,0,2,98,0
5918,35,1,1,1,68,2,2,1,0,0,0,1,0,1,0,1,0,1,0,2,113,0
5919,25,1,1,1,45,0,4,1,0,0,0,0,0,1,1,0,0,0,0,3,178,0
5920,65,1,1,1,77,0,4,0,0,0,0,0,0,1,3,1,1,0,0,3,232,0
5921,55,1,1,1,94,0,2,0,0,0,0,1,0,0,0,0,1,0,0,3,199,0
5922,45,1,1,1,56,2,4,0,1,0,1,0,0,1,2,1,0,0,0,1,124,1
5923,35,1,1,1,13,2,4,1,1,1,1,1,0,1,1,1,0,1,0,2,216,0
5924,45,1,1,1,42,4,4,0,1,0,1,1,1,0,3,1,0,1,0,1,115,0
5925,35,0,1,1,25,0,4,0,0,0,0,0,0,0,3,0,0,0,1,3,82,0
5926,35,1,1,1,73,1,3,0,0,0,0,0,1,0,1,0,0,0,1,2,49,0
5927,45,1,1,0,26,1,4,0,1,0,0,0,3,1,1,0,1,0,0,3,70,0
5928,35,1,1,1,6,2,2,0,0,0,0,0,3,0,0,1,1,0,0,4,129,0
5929,55,1,1,1,68,0,2,1,0,0,0,0,0,0,1,1,0,0,0,2,113,1
5930,35,1,1,1,44,1,4,0,0,0,0,0,0,1,1,1,1,0,0,2,260,1
5931,25,1,1,1,36,0,4,0,0,0,1,0,0,0,1,0,0,0,0,2,57,0
5932,35,1,1,1,78,1,4,0,0,0,0,0,0,1,2,0,1,0,0,3,238,0
5933,55,1,1,1,63,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,115,0
5934,35,1,1,1,59,1,4,0,1,0,0,0,0,1,0,1,0,1,0,4,808,0
5935,45,1,1,1,42,0,2,0,0,0,0,0,3,1,3,0,1,0,0,1,115,0
5936,25,0,1,1,53,0,4,1,0,0,1,1,0,1,1,1,0,1,0,1,51,0
5937,65,1,1,1,29,0,3,0,0,0,1,0,2,1,2,0,0,1,0,1,188,0
5938,45,1,1,1,49,3,3,0,0,0,0,0,0,0,3,0,0,1,0,1,126,0
5939,45,0,1,1,73,2,4,0,0,0,0,0,2,0,2,0,1,0,0,2,49,0
5940,35,1,1,1,50,1,2,1,0,0,1,1,0,0,0,0,0,1,0,1,83,0
5941,35,1,1,1,78,2,4,1,0,0,1,1,0,0,0,0,1,0,0,3,238,0
5942,65,1,1,1,18,0,2,1,1,0,1,1,0,1,2,0,0,1,0,2,63,0
5943,55,1,1,1,72,0,4,1,0,0,0,0,2,1,0,1,1,0,0,3,148,6
5944,45,1,1,1,71,1,4,1,0,0,0,0,0,0,3,0,0,0,0,2,79,0
5945,65,1,1,1,77,0,4,0,0,0,1,1,0,1,1,0,1,0,0,3,232,0
5946,45,1,1,1,2,1,4,1,0,0,0,0,0,1,2,0,1,0,0,3,209,1
5947,35,1,1,1,76,1,4,0,0,0,0,0,0,1,0,0,1,0,0,3,282,1
5948,65,1,1,1,22,0,4,0,0,0,0,1,0,1,0,1,1,0,0,1,102,5
5949,35,1,1,1,5,1,4,1,0,0,0,0,1,1,2,0,0,1,0,3,10,0
5950,35,1,0,0,76,1,2,0,0,0,0,0,0,1,1,1,1,0,0,3,282,0
5951,45,1,1,1,24,2,4,1,0,0,0,1,0,1,4,1,1,0,0,3,54,4
5952,65,1,1,1,64,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,80,0
5953,55,1,1,1,16,2,4,0,1,0,1,1,0,0,0,1,0,0,0,2,60,3
5954,35,0,1,1,39,3,4,1,0,0,1,1,0,1,2,1,0,1,0,3,45,2
5955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0
5956,55,1,1,1,50,2,4,0,0,0,0,0,0,1,4,0,1,0,0,1,83,0
5957,75,1,0,1,69,1,3,0,0,0,1,0,0,1,1,0,1,0,0,2,235,0
5958,35,1,1,1,60,2,4,1,0,0,0,0,2,1,3,1,0,0,0,4,259,0
5959,35,1,0,1,95,1,3,0,0,0,0,0,0,0,1,0,1,0,0,4,200,0
5960,35,0,1,1,13,1,4,1,0,0,0,0,0,1,3,1,0,0,0,2,216,0
5961,65,1,1,1,27,0,4,0,1,0,1,1,1,1,3,1,0,1,0,3,150,2
5962,35,1,1,0,76,3,4,1,0,0,0,1,0,1,3,1,1,0,0,3,282,0
5963,55,1,1,1,56,0,4,0,0,0,1,1,0,1,2,0,0,1,0,1,124,0
5964,35,1,1,1,84,0,4,0,0,0,1,1,0,0,1,0,1,0,0,3,82,0
5965,45,0,1,1,7,0,4,0,0,0,1,0,3,1,3,1,1,0,0,2,36,1
5966,55,1,0,0,68,1,4,0,0,0,1,0,0,1,0,0,0,1,0,2,113,0
5967,55,1,1,1,1,0,2,0,0,0,0,0,2,1,2,0,0,0,0,3,87,0
5968,45,1,1,1,2,3,4,0,0,0,1,1,0,1,3,1,1,0,0,3,209,0
5969,65,0,1,1,88,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,68,0
5970,35,0,1,1,51,0,4,0,0,0,0,1,0,1,1,0,0,1,0,2,168,3
5971,45,1,1,1,67,0,4,0,0,0,1,0,0,1,3,0,0,0,0,2,169,0
5972,35,0,1,1,52,1,2,0,1,1,1,1,1,0,0,1,0,0,0,2,35,0
5973,35,0,1,1,33,0,4,0,0,0,0,0,0,1,0,1,0,1,0,2,296,0
5974,65,1,1,1,37,2,4,0,1,1,1,0,0,0,3,0,1,0,0,2,148,0
5975,55,1,1,0,67,0,1,0,1,1,1,1,0,1,1,0,0,1,0,2,169,0
5976,85,1,1,1,77,0,4,1,0,0,1,0,0,0,0,0,0,1,0,3,232,1
5977,45,1,1,1,28,2,4,0,1,0,0,0,0,0,0,1,0,1,0,2,98,1
5978,45,1,1,1,60,0,4,0,0,0,0,0,0,0,3,0,1,0,0,4,259,1
5979,65,0,1,1,51,2,4,0,0,0,1,1,0,1,2,0,1,0,0,2,168,2
5980,25,1,1,1,49,0,4,0,0,1,1,1,1,1,1,0,0,1,0,1,126,2
5981,45,1,0,1,63,1,4,0,0,0,1,0,0,1,2,1,0,0,0,1,115,0
5982,45,1,1,1,31,1,4,0,0,0,0,0,0,0,3,0,1,0,0,2,200,1
5983,25,1,0,1,58,1,4,1,1,0,1,1,0,1,0,1,1,0,0,1,53,0
5984,45,1,1,1,17,1,4,0,0,0,0,1,0,1,2,0,0,1,0,3,106,0
5985,65,1,1,1,59,1,4,0,0,0,0,1,1,1,0,1,0,1,0,4,808,5
5986,25,1,1,1,45,0,1,1,0,0,0,0,0,0,1,0,1,0,0,3,178,0
5987,45,1,1,1,86,0,4,0,0,0,1,0,0,1,3,1,1,0,0,2,103,0
5988,55,1,1,1,59,1,4,1,0,0,0,0,1,1,3,0,1,0,0,4,808,2
5989,35,1,1,0,33,2,4,0,1,0,0,0,0,0,3,0,0,1,0,2,296,0
5990,45,1,1,1,66,0,4,0,0,0,0,0,0,0,3,0,1,0,0,3,73,0
5991,35,1,0,1,86,1,3,0,0,0,0,0,0,1,1,0,1,0,0,2,103,0
5992,65,1,0,1,13,3,2,0,1,1,1,1,0,1,1,1,0,1,0,2,216,0
5993,25,1,1,1,51,0,4,0,0,0,0,0,0,1,0,0,1,0,0,2,168,0
5994,35,1,1,1,76,1,3,0,0,0,1,1,0,0,0,1,0,1,0,3,282,0
5995,35,1,1,1,39,1,4,0,0,0,1,1,0,0,0,0,0,1,0,3,45,1
5996,45,1,1,1,22,2,4,0,0,0,0,0,0,1,0,1,1,0,0,1,102,1
5997,35,1,1,0,24,2,4,0,0,0,0,0,0,0,0,0,1,0,0,3,54,0
5998,25,1,0,1,78,0,3,0,0,0,0,1,0,0,0,0,0,1,0,3,238,0
5999,35,1,0,1,92,2,1,0,0,0,0,0,0,0,1,0,0,1,0,3,193,0
6000,75,1,1,1,83,0,4,0,0,0,0,0,1,1,1,0,0,1,0,3,120,1
6001,25,1,1,1,30,1,4,0,1,1,1,1,0,0,0,0,1,0,0,3,124,2
6002,25,1,0,1,57,3,1,0,0,0,0,1,0,0,0,0,1,0,0,4,212,0
6003,25,1,0,0,84,0,4,1,0,0,0,0,0,1,0,0,0,1,0,3,82,0
6004,25,1,1,1,64,1,4,0,0,0,1,0,0,1,0,0,0,1,0,1,80,0
6005,45,1,1,1,29,2,4,1,1,0,0,0,2,0,3,1,0,1,0,1,188,0
6006,55,0,1,1,95,0,4,1,0,1,1,1,0,1,3,1,0,0,0,4,200,0
6007,25,1,1,1,62,2,4,0,0,0,1,0,0,1,4,0,1,0,0,4,616,0
6008,35,1,1,1,37,1,4,1,0,0,0,0,0,1,3,1,1,0,0,2,148,0
6009,65,0,0,1,92,0,3,0,0,0,0,0,0,0,0,1,1,0,0,3,193,0
6010,45,1,1,1,91,3,1,1,0,0,0,0,3,0,0,0,1,0,0,3,207,0
6011,35,1,1,1,33,2,4,1,1,0,1,0,0,0,1,1,1,0,0,2,296,1
6012,55,1,1,1,60,0,4,1,0,0,1,1,0,0,2,1,0,1,0,4,259,4
6013,35,1,1,1,59,5,3,1,0,0,0,0,1,1,2,1,1,0,0,4,808,0
6014,35,1,1,1,51,0,4,0,0,0,1,1,0,1,0,0,0,1,0,2,168,0
6015,35,1,1,1,93,1,4,0,0,0,0,0,0,1,1,0,1,0,0,3,242,0
6016,35,1,1,1,82,2,2,0,0,0,0,0,0,0,3,1,0,1,0,3,45,0
6017,45,1,1,1,34,1,2,1,0,0,1,0,3,1,3,0,1,0,0,4,192,0
6018,55,1,1,1,84,0,3,0,0,0,0,0,3,1,0,1,1,0,0,3,82,0
6019,25,1,1,1,33,1,4,0,0,0,0,0,0,1,0,0,0,0,0,2,296,1
6020,55,1,1,1,45,0,4,0,0,0,1,1,3,1,2,1,0,0,0,3,178,0
6021,45,1,1,1,93,0,4,1,0,0,1,1,0,0,0,0,1,0,0,3,242,3
6022,25,1,1,1,45,0,2,1,0,0,0,0,1,0,0,0,0,1,0,3,178,0
6023,35,1,1,1,50,5,4,0,0,0,0,0,0,1,3,0,0,0,0,1,83,0
6024,35,1,1,1,73,2,2,1,0,0,0,0,0,1,1,0,0,1,0,2,49,0
6025,45,1,1,1,59,2,3,1,0,0,0,0,0,0,0,0,0,1,0,4,808,0
6026,55,1,1,1,76,0,4,0,0,0,1,0,0,0,3,1,0,1,0,3,282,0
6027,35,1,0,0,88,5,4,0,0,0,0,0,0,1,0,0,0,1,0,1,68,0
6028,45,1,1,1,57,0,4,0,0,0,1,0,3,1,3,1,0,1,0,4,212,0
6029,35,1,1,1,62,2,4,1,0,1,1,1,0,1,3,1,0,1,0,4,616,0
6030,25,1,0,1,31,1,3,0,0,0,0,0,0,1,3,0,1,0,0,2,200,0
6031,45,1,1,1,56,0,4,0,0,0,0,0,2,1,3,0,1,0,0,1,124,0
6032,35,1,0,0,25,2,2,0,0,0,0,0,0,0,0,0,0,1,0,3,82,0
6033,35,0,0,0,31,2,4,1,0,0,0,1,0,1,1,0,1,0,0,2,200,0
6034,25,1,1,1,38,1,3,1,0,0,1,0,0,0,0,1,0,1,0,4,165,0
6035,35,1,1,1,24,3,4,1,0,0,0,0,0,1,0,1,1,0,0,3,54,0
6036,45,1,1,1,22,2,4,0,0,0,0,0,3,0,3,0,1,0,0,1,102,0
6037,55,0,1,1,56,1,4,0,1,0,1,1,0,1,0,0,1,0,0,1,124,0
6038,35,1,1,0,53,5,4,0,1,0,1,0,1,1,3,0,1,0,0,1,51,0
6039,55,0,1,1,34,1,4,0,0,0,0,0,0,1,1,1,0,0,0,4,192,0
6040,35,1,1,1,68,1,3,1,0,0,0,0,0,0,0,1,1,0,0,2,113,0
6041,35,1,1,1,69,2,4,1,1,0,0,0,0,1,2,0,0,1,0,2,235,0
6042,35,1,1,1,80,0,4,0,0,0,0,0,0,1,3,0,1,0,0,3,216,0
6043,25,1,1,1,21,1,2,0,0,0,0,0,0,1,1,0,0,1,0,2,107,0
6044,35,1,1,1,69,2,4,0,0,0,0,0,0,1,1,0,1,0,0,2,235,0
6045,35,1,1,1,45,4,3,0,0,0,1,0,0,1,0,0,1,0,0,3,178,0
6046,35,0,1,1,54,5,4,0,1,1,1,1,0,0,0,1,0,1,0,3,154,0
6047,35,1,0,0,74,3,3,0,0,0,0,0,0,1,1,0,1,0,0,2,77,0
6048,25,1,1,1,77,0,4,0,0,0,0,0,0,1,0,0,0,1,0,3,232,8
6049,45,1,1,1,19,1,4,0,1,0,1,0,3,0,2,0,1,0,0,1,27,2
6050,55,0,1,1,60,0,4,0,0,0,0,0,1,0,1,1,1,0,0,4,259,0
6051,35,1,1,1,60,2,4,0,0,0,1,1,0,1,0,0,0,1,0,4,259,0
6052,45,0,1,1,28,5,4,0,1,0,1,1,0,1,1,0,0,1,0,2,98,0
6053,55,1,1,0,62,0,2,0,0,0,1,0,1,1,0,0,0,0,0,4,616,0
6054,45,1,1,1,60,2,2,0,0,0,0,0,0,1,3,0,1,0,0,4,259,0
6055,35,1,1,1,58,3,4,0,0,0,0,0,1,1,3,0,1,0,0,1,53,0
6056,45,1,1,1,35,3,4,0,1,0,1,0,1,1,2,0,1,0,0,1,170,3
6057,25,1,1,1,59,2,4,1,0,0,1,1,0,1,2,0,1,0,0,4,808,1
6058,45,1,0,1,38,5,3,0,0,0,1,1,0,1,2,0,0,1,0,4,165,0
6059,45,1,1,0,38,1,2,1,0,0,0,0,0,1,4,1,0,0,0,4,165,1
6060,45,1,1,1,78,1,4,0,0,0,0,0,0,0,0,0,1,0,0,3,238,0
6061,35,1,1,1,59,1,4,0,0,0,0,0,0,1,2,1,0,1,0,4,808,0
6062,65,1,1,1,33,2,4,0,0,0,0,0,0,1,3,0,1,0,0,2,296,0
6063,35,1,1,1,60,3,3,1,0,0,1,1,0,1,1,1,1,0,0,4,259,0
6064,25,1,1,1,77,0,4,1,1,0,1,1,0,0,4,1,1,0,0,3,232,3
6065,25,1,1,1,35,0,4,1,1,0,1,1,0,0,1,0,0,1,0,1,170,0
6066,45,1,1,1,92,0,4,1,1,0,0,0,0,0,1,1,1,0,0,3,193,0
6067,35,1,1,1,86,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2,103,0
6068,45,1,1,1,51,2,4,0,0,0,1,1,2,1,0,0,1,0,0,2,168,2
6069,25,1,1,1,77,1,4,0,0,0,0,0,0,1,1,0,1,0,0,3,232,6
6070,25,1,0,0,44,0,1,0,0,0,0,0,0,1,1,1,1,0,0,2,260,2
6071,45,0,1,1,62,0,4,0,1,0,1,0,1,0,3,0,1,0,0,4,616,0
6072,55,1,0,0,77,0,4,0,1,1,1,1,0,1,0,0,0,1,0,3,232,3
6073,55,1,1,1,18,0,4,1,1,0,1,1,0,0,2,0,1,0,0,2,63,0
6074,35,1,1,1,11,1,4,1,0,1,1,1,2,1,3,1,0,1,0,3,77,0
6075,45,1,1,0,29,2,2,1,0,0,0,0,0,1,0,1,0,1,0,1,188,0
6076,45,1,1,1,13,2,4,0,0,0,1,1,0,1,2,0,0,0,0,2,216,0
6077,55,1,0,1,57,5,4,0,1,1,1,1,0,0,1,1,0,1,0,4,212,0
6078,35,1,1,1,24,5,4,1,0,0,0,0,0,1,3,1,1,0,0,3,54,0
6079,45,1,1,1,83,2,4,1,0,0,0,0,3,0,3,1,0,1,0,3,120,1
6080,35,1,1,1,50,1,3,0,0,0,1,0,0,1,4,1,0,1,0,1,83,0
6081,35,1,1,1,27,3,4,0,0,0,0,0,0,1,0,1,0,1,0,3,150,0
6082,45,1,1,1,72,2,4,1,0,0,0,0,1,1,0,1,1,0,0,3,148,2
6083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0
6084,35,1,1,1,60,2,2,1,0,0,0,0,0,1,0,0,1,0,0,4,259,0
6085,25,1,1,1,10,1,2,0,0,0,0,0,0,1,3,0,1,0,0,3,87,0
6086,35,1,1,1,40,2,4,0,1,0,0,0,0,1,3,1,1,0,0,2,76,0
6087,35,1,1,0,37,2,3,1,1,0,1,1,0,1,1,0,1,0,0,2,148,0
6088,55,1,0,1,95,1,4,0,0,0,0,1,2,1,2,1,0,1,0,4,200,0
6089,25,1,1,1,79,0,2,0,0,0,0,0,0,1,0,0,0,1,0,2,70,0
6090,45,1,1,1,59,2,4,0,0,0,0,0,2,0,3,1,1,0,0,4,808,1
6091,25,1,0,1,31,0,3,1,0,0,0,0,0,1,1,0,1,0,0,2,200,0
6092,25,1,1,1,57,0,4,0,1,1,1,1,0,1,2,0,1,0,0,4,212,0
6093,55,1,1,1,83,0,4,1,0,0,0,0,0,1,3,1,0,0,1,3,120,0
6094,35,1,1,1,34,0,4,0,0,0,0,0,1,1,2,0,1,0,0,4,192,0
6095,25,1,1,0,62,2,3,0,0,0,1,0,0,1,1,0,1,0,0,4,616,0
6096,35,1,1,1,57,1,4,1,0,0,0,0,0,1,2,1,0,0,1,4,212,3
6097,55,1,1,1,59,2,4,1,0,0,0,0,0,1,0,1,0,1,0,4,808,2
6098,35,0,1,1,38,0,1,1,0,0,0,0,1,0,0,0,1,0,0,4,165,0
6099,25,1,1,1,55,0,4,1,0,0,1,1,0,1,0,0,0,1,0,3,51,2
6100,45,1,1,1,36,1,4,1,0,0,1,0,0,1,0,1,0,1,0,2,57,2
6101,65,1,1,1,35,2,3,0,0,0,0,0,0,0,3,0,0,1,0,1,170,0
6102,25,1,0,1,54,1,4,0,0,0,1,0,0,1,1,0,0,1,0,3,154,0
6103,65,1,1,1,62,2,3,0,0,0,1,0,1,1,0,0,1,0,0,4,616,0
6104,45,1,1,1,79,0,4,0,0,0,0,0,2,0,3,0,1,0,0,2,70,5
6105,35,1,1,1,59,1,4,1,0,0,1,1,0,1,3,0,0,1,0,4,808,3
6106,35,1,1,1,21,0,4,0,1,1,1,1,0,1,3,0,0,0,0,2,107,0
6107,55,1,1,1,36,5,4,1,0,0,1,1,0,1,1,0,1,0,0,2,57,1
6108,65,1,1,1,93,0,4,0,1,1,1,0,1,0,1,1,0,0,1,3,242,0
6109,25,1,1,1,18,2,3,0,1,0,1,0,0,1,0,1,1,0,0,2,63,0
6110,45,1,1,1,40,3,4,0,1,1,1,1,3,0,3,1,0,1,0,2,76,2
6111,35,1,1,1,62,0,3,1,1,0,1,1,0,1,0,0,0,1,0,4,616,0
6112,45,1,1,1,51,2,2,0,0,0,0,0,0,1,0,0,1,0,0,2,168,0
6113,65,1,0,1,33,0,4,0,0,0,1,0,0,1,0,1,0,1,0,2,296,0
6114,35,1,1,1,12,1,4,0,0,0,0,0,0,1,1,0,1,0,0,1,26,0
6115,35,0,0,0,12,0,4,0,0,0,1,1,0,1,0,1,1,0,0,1,26,0
6116,55,1,1,1,56,2,4,0,0,0,0,0,3,1,4,0,1,0,0,1,124,0
6117,35,1,1,1,62,2,4,0,1,0,1,1,0,0,4,1,0,0,0,4,616,3
6118,35,1,1,1,34,0,2,1,0,0,1,0,0,1,4,0,0,1,0,4,192,0
6119,45,1,1,1,33,0,4,0,0,1,1,1,1,1,0,0,1,0,0,2,296,0
6120,35,1,1,1,22,5,4,0,0,0,1,1,0,1,4,0,0,0,1,1,102,0
6121,45,1,1,1,87,0,4,0,0,0,0,0,0,1,1,1,0,1,0,1,60,0
6122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0
6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0
6124,45,1,1,1,10,2,4,0,0,0,0,0,1,1,4,0,0,1,0,3,87,4
6125,65,1,1,1,59,0,2,0,0,0,1,1,0,0,3,1,0,1,0,4,808,0
6126,35,1,1,1,40,3,3,1,0,0,1,0,0,1,1,1,0,1,0,2,76,0
6127,25,1,1,1,54,0,4,0,0,0,0,0,0,1,1,0,1,0,0,3,154,1
