,userId,emailOpened,emailClicked,productReviewed,searchSite,RCAD,RCP,couponRed,score_event
5667,use_zerponpb0Uwg9UUiT2j1Tzda7y8,,,,,,,,
5668,use_qMxKEKipJBUXzWjrRxv1TzeZQmr,,,,,,,,
5669,use_Z7hsIM7Ij04mZvms2oV1TzdcPl5,,,,,,,,
5670,use_I1tDTfOgovv6pU7vugy1Tzdm6GD,,,,,,,,
5671,use_r0HQAPNKwrMkfgQl1AV1TzdbUrQ,,,,,,,,
5672,use_fhLeUdserWPeTttjvpq1TzdKDJv,,,,,,,,
5673,use_JNPjmAo1VCRF7CPnHW11TzdgALK,,,,,,,,
5674,use_RlLPs1Cvi1MM5VCKP391TzdZ2gC,,,,,,,,
5675,use_pTLmJ9G5VtoBvTuruW31TzeP4Bq,,,,,,,,
5676,use_2qPyw1vN1sBm0hhtULr1TZUB3os,,,,,,,,
5677,use_x2lRPc4ux6gysTN92xI1TzebNhR,,,,,,,,
5678,use_PCY7RFFzw6q8LZ46WyN1TzdacUf,,,,,,,,
5679,use_CdUX8HqLTl8bTBO0wtq1TzdZxZB,,,,,,,,
5680,use_GMLCgg9RsmMAP4dpVyv1Tzdu5X8,,,,,,,,
5681,use_TBlbw0O7A0VubtX0L0y1TzePHni,,,,,,,,
5682,use_WRKNgKAbsQ4GA9F2Knu1TzdKrjo,,,,,,,,
5683,use_VRbXsi5HkNDbkfMobF21TzeCidM,,,,,,,,
5684,use_dGgvGmYgpbKZmJqdBOQ1TzdjkP6,,,,,,,,
5685,use_SOWTl7Vr1kOPyNTcysb1TzdzRI5,,,,,,,,
5686,use_eKfrTGMWx6cjWeqngKS1Tzdr0PS,,,,,,,,
5687,use_hLuq7b9h6H0qBcy79n51TzeI3Kr,,,,,,,,
5688,use_Q6l0VqXjAARt6xsdaJt1TzeuVXo,,,,,,,,
5689,use_hjqUKN7MRq4edQd5Lwv1Tzen4t5,,,,,,,,
5690,use_bAWYy4Pr1zUywbldTQA1TzdRAzX,,,,,,,,
5691,use_vtyYHd3SLqhewxq44XZ1Tzdc7xf,,,,,,,,
5692,use_K8ikMv5IrtZwSemNBug1Tze7Acv,,,,,,,,
5693,use_HnkworDtmOmGSYKN9rL1TzdphSF,,,,,,,,
5694,use_vObSI8FXfqo5iQYbFC61TzeYcst,,,,,,,,
5695,use_J6rtyYGSHM2SWHuQjPi1TzdjLYc,,,,,,,,
5696,use_uxWqeOx35sCVUsnwrgY1Tzdyas8,,,,,,,,
5697,use_eaLNvM5hYyeZmyqtEXo1TzdeajA,,,,,,,,
5698,use_g84WAdmHpzsqINLxFwr1TzdeHl6,,,,,,,,
5699,use_wHZDHGJVUV8ds1A8f6W1Tzde2Vi,,,,,,,,
5700,use_Pw2lab6UMZpkSY3h9mM1TzduqbC,,,,,,,,
5701,use_u9BKXPKUnYw42PgA1OE1Tzdb4du,,,,,,,,
5702,use_G1CnDwZaFD5dt8adD9T1TzeTli0,,,,,,,,
5703,use_Xc5ca3RckBVMjobu79B1TZTyujX,,,,,,,,
5704,use_KnNLp5n6XT1VjKGbiVj1Tze5rZ8,,,,,,,,
5705,use_hpeyQdvx1ebW9Q59Lte1TzemgXS,,,,,,,,
5706,use_aYn28hqnmQoDyzY6BhU1TzcZ3Xs,,,,,,,,
5707,use_gGftUSYvbLzdSsVux1B1TzeSeZ7,,,,,,,,
5708,use_TLRSW6uKfw24KWDM6UT1TzdOaGL,,,,,,,,
5709,use_k191ySl2JKz7W6DgHPs1TzdicSv,,,,,,,,
5710,use_3K73OsmHSSbEydKvWp71TzeH6hv,,,,,,,,
5711,use_kePdXjHCbUuGSUY9Xwr1TzdiwHf,,,,,,,,
5712,use_jMjNLQP3iiRPcTdvZg41TzdcUTe,,,,,,,,
5713,use_AANsLe0KfEci5HNN6av1TzdeJH8,,,,,,,,
5714,use_rA8J3UqK0rXaRS4uxN51TzeCteH,,,,,,,,
5715,use_FyZAFhDz6MzkSXAL9jB1TzdimQZ,,,,,,,,
5716,use_Wt8V74KU3hmEIucFOuz1TzdjcMh,,,,,,,,
5717,use_dEcuK8pgFyIbW1gMhdB1Tzdb3dD,,,,,,,,
5718,use_lWVvBo7cE6azYDSEoXn1TzdzdLR,,,,,,,,
5719,use_QLOZeLaaezEh9VkG5yL1TzdcUFz,,,,,,,,
5720,use_QO0CwZoqvEqe7uatfpF1TzdoD9o,,,,,,,,
5721,use_bDDSBjRcf8nem2LeCg61TzdfpLw,,,,,,,,
5722,use_sMh6L6BAthuNvo4KmV61Tze1FMl,,,,,,,,
5723,use_cLoTZEA2k3jEN7bCixB1TzddGDH,,,,,,,,
5724,use_En4xdEHw5BjVZv9WNlB1TzdaEYT,,,,,,,,
5725,use_XnQJlRKj37w4NQvRnwR1Tzdpp9p,,,,,,,,
5726,use_7qXUDXecrSALl21Olb11TzdflgF,,,,,,,,
5727,use_hmHCVcxuiG5LDfcrA7u1Tzdzf56,,,,,,,,
5728,use_HvA7Tce0OcAwPqAyvqD1TzdSFVK,,,,,,,,
5729,use_MxvOPNUhs6A2vrJn1Xd1TzdaVDz,,,,,,,,
5730,use_g5ihRkuFQ5pTqRm651F1TzdZlKC,,,,,,,,
5731,use_bJddcVhp4maOsWCf2G01TzdaxmY,,,,,,,,
5732,use_FGH7of2H0aP5cuoyG6i1TzdKkmt,,,,,,,,
5733,use_o85mBkkAmiBeCx8utpz1TzdMzYw,,,,,,,,
5734,use_ENi7kP0htTuZNfhIxqm1TzdkPq2,,,,,,,,
5735,use_A8pbKAIukZRlz7KuIRv1TzebpEI,,,,,,,,
5736,use_KAiG2t1x7xCbAzXzZqZ1TzdrJDm,,,,,,,,
5737,use_DH5JSGiczknGONvPVOC1TzduqJq,,,,,,,,
5738,use_Jj9a4MucrNiRWOKQXeW1TzfnEdQ,,,,,,,,
5739,use_gBfk1koCKyIekrbbxxb1TzdjTdm,,,,,,,,
5740,use_rLEpJ4iIkKnrM9tqiRA1TzfFpjo,,,,,,,,
5741,use_nv8CkfFWmCcuYa0awjg1Tzdpf7B,,,,,,,,
5742,use_h1q72Dt6xdOjJCXK8Ag1TzeWISt,,,,,,,,
5743,use_UEXmOsRdVEoS1AGoe1z1TzdZtFs,,,,,,,,
5744,use_HfXWjg6UMgiC4MV5EBh1Tzdc1bo,,,,,,,,
5745,use_WQgIjMqJ3dK5V2XX65v1TzdppvJ,,,,,,,,
5746,use_CTNa0SE4BQzbMWs5V941TzdakkN,,,,,,,,
5747,use_cFAL6YlCi3ll1TD4tQ81Tzdc70v,,,,,,,,
5748,use_rKYHmA1BBSyDg88oc711TzdttlM,,,,,,,,
5749,use_WNDMLuunuEQYaXe2gLl1Tzck3j4,,,,,,,,
5750,use_03Z6zZ7kb4oKJf7pFl61Tze0Glh,,,,,,,,
5751,use_jm48gMS8weC5vNYDzzL1TzeYK8p,,,,,,,,
5752,use_fOCBdDqv1AN55Ns8QI61Tzdypda,,,,,,,,
5753,use_WkQTj2tvHDmr9vqykeI1TzgaYAU,,,,,,,,
5754,use_941SUeAGvT2jrs2tQj71TzepLnS,,,,,,,,
5755,use_Ak7WgjwJXmbJUrrBKnF1Tzf9DVT,,,,,,,,
5756,use_HR7546DU8UKXh8ELTs41TzdgPGr,,,,,,,,
5757,use_wz1fSsc0UOsJsCtfIuC1TzdxmbC,,,,,,,,
5758,use_8I7pPGVbgJXhQBjuTxs1TzegSOG,,,,,,,,
5759,use_D9aefG0iAuDMteLxPvk1TzdeZEr,,,,,,,,
5760,use_LDUZ8hHOaa9MqphGJsm1Tzdw3Ja,,,,,,,,
5761,use_bHNo9BJ8GRKjKY7aRyK1Tzdirbu,,,,,,,,
5762,use_CQtUEVd7Y46akPjCws21TzdcmEc,,,,,,,,
5763,use_kO7w55N5mglpe2Etf421TzdqcrX,,,,,,,,
5764,use_JFQcMkQcI7QitkVt6Gs1TzeHSOA,,,,,,,,
5765,use_5EVGzBh0wbdzlvzqHJD1TzeO7M3,,,,,,,,
5766,use_fv3JgexcaHmbEXP82Zv1TzdfH4A,,,,,,,,
5767,use_SREQI3Bj9jMfU2KIdnU1Tze0N8R,,,,,,,,
5768,use_wk3bJY5Yw8DbSS0Q7yU1Tzdr6VR,,,,,,,,
5769,use_30IbTFFYy0HPcEG91Wd1Tzdr1x5,,,,,,,,
5770,use_ifm8pDTE2Vke4YvFBO61U9b6ILc,,,,,,,,
5771,use_0MGWTSG80rTWwo6YjwC1TzdiJ9U,,,,,,,,
5772,use_NHbXfk28IpbNgQ11ZRc1TzdqgzN,,,,,,,,
5773,use_NEHqLvtCVKmTOfKLIBp1Tzdiel6,,,,,,,,
5774,use_Cd6b2lLtF2GUMhchDff1TzdotoO,,,,,,,,
5775,use_MjNh0cpHo15zQxJQN7E1Tzdj9e5,,,,,,,,
5776,use_AznwtdECeIiOxqyA9i81TzdpaIu,,,,,,,,
5777,use_6q2mRM0bhvGt9BWEKpF1TzdzcJX,,,,,,,,
5778,use_2DX0AmEUGl6SStGONof1TzdnBId,,,,,,,,
5779,use_4RV6DiGTPo9wZMgm8St1TzdkddT,,,,,,,,
5780,use_NA45XMNsXRJGcxlXU3Q1TzdnfoS,,,,,,,,
5781,use_ApyU0BeYWNPbzin39p61TzdaguO,,,,,,,,
5782,use_Cfc8q5zOOcW7TEqVRgx1Tze4egT,,,,,,,,
5783,use_3JZS7rKawQKeeLK7brV1TzdiKzk,,,,,,,,
5784,use_4a0eQ74ECwqY1ljoT0G1Tzdjsfa,,,,,,,,
5785,use_zw23tNpm6Rpad45weYx1Tzdt63d,,,,,,,,
5786,use_m8aeJuPWCATs2VLfYo61Tzdd1Yd,,,,,,,,
5787,use_OFgQ0VOAsiItJKqURYc1TzcatIF,,,,,,,,
5788,use_wEC5AXTL0RiQ0msTcx31TzdT4f1,,,,,,,,
5789,use_C4U7yl3dDmUbAETIWTj1Tzfsb4x,,,,,,,,
5790,use_MlkdGw3SipkfOYswKPa1Tzdygff,,,,,,,,
5791,use_QLhfMN68xybnJZLt9jg1Tzdbu9W,,,,,,,,
5792,use_n0Q9Z5TjT9Vv1tM63LL1TzdasY4,,,,,,,,
5793,use_Zi6wEU9rw2v4NKQvEX91Tzdaa9d,,,,,,,,
5794,use_CJ4tvXFc71MSSnmI9qS1TzdpzB2,,,,,,,,
5795,use_FjRJH06nubyQuouOp431TzdNuOq,,,,,,,,
5796,use_N9AUd6JlaGdnCUQuT7V1TzdoyQD,,,,,,,,
5797,use_swQPUIaC7aqrDqT7jOf1Tzdgvuo,,,,,,,,
5798,use_gDkGSGnxQm6RJ8Slwc51TzdgHIi,,,,,,,,
5799,use_tYMEhns7YTe2jqySv8I1Tze1J0z,,,,,,,,
5800,use_V4yXVmEoQGP0OdRsV1L1Tzdg17g,,,,,,,,
5801,use_GBksrfujTGmDwhrnAsG1TzdoYs8,,,,,,,,
5802,use_jKXcS9F0QvjuqddJ8Kt1TzeOg0y,,,,,,,,
5803,use_gsy9vNYmIph8SlNPv5y1TzdcJhU,,,,,,,,
5804,use_zBd7FnrwK647KnzY2Fu1TzduDBH,,,,,,,,
5805,use_JCIkbWTOL1681egYsYm1Tzde0gJ,,,,,,,,
5806,use_pY7nHl9IVmQVatyGX591TzddMjC,,,,,,,,
5807,use_BuLSS26rFoFldG6SDgi1TzdbvCv,,,,,,,,
5808,use_ULV7hJqWRJ6eiAoYikR1TzdfSXf,,,,,,,,
5809,use_vKXQytEFOj11XX3MdxQ1Tzf71mB,,,,,,,,
5810,use_QxcuI0plThZv8BzOYHp1TzdxBLQ,,,,,,,,
5811,use_d1MYo6Te4LWrDsCS6JP1TzeLsCN,,,,,,,,
5812,use_Cpu6XbJsZHvSx6cOvhR1TzdiWIm,,,,,,,,
5813,use_iixbXHGzK2NcZezq1IS1TzdsC1s,,,,,,,,
5814,use_w80zGiJCRnpyUvBSeI91Tze7zC5,,,,,,,,
5815,use_m04sU43v3sWf47bZmLr1TzeauoJ,,,,,,,,
5816,use_svK4zAa7sqDg3xpZEiG1TzdeHQS,,,,,,,,
5817,use_BEZr5poTDB1JKt4l7991Tze5fVV,,,,,,,,
5818,use_a8Y7KrAbsVdKnrT8bfe1Tzer1fP,,,,,,,,
5819,use_cGtoI6eYr6i7JrWUaGi1TzdKft2,,,,,,,,
5820,use_piOnCZrxFWWeFhhcVrF1Tze1WH6,,,,,,,,
5821,use_5RffDQSh7uCxJjcoehE1Tze8vZZ,,,,,,,,
5822,use_moUiXWGC4OVdXpIvt9z1TzdpNxT,,,,,,,,
5823,use_YpPGwMhntGekftWrV2Z1TzePwVF,,,,,,,,
5824,use_NpEuJRsm289wwktKZzD1TzcY0MY,,,,,,,,
5825,use_zFoN84cmvNX4rtnSBo51Tzdj2ip,,,,,,,,
5826,use_XW87df7AaEPMUudqG9C1TzdjgIa,,,,,,,,
5827,use_lzMGGQvmRG4XEwEpBAk1Tzdry18,,,,,,,,
5828,use_MbVZ0CSXQgzB8MQq0f81TzekZit,,,,,,,,
5829,use_24W00bvjO0jdnoBmdjl1TzeHYzs,,,,,,,,
5830,use_83Nvl4iRWOu0pqjaefN1Tzdwp0n,,,,,,,,
5831,use_VXN7biuycymdABYl3hY1Tzdor9W,,,,,,,,
5832,use_qCPzk38vBxAz4p2phm01TzdadFj,,,,,,,,
5833,use_HfCFTzAisMbvRjSe9VI1Tze5Efb,,,,,,,,
5834,use_x1NLToHFB1rN8WIxRHw1TzdKXn6,,,,,,,,
5835,use_7KbCVREXQgTkDNlLwSv1TzdJuCR,,,,,,,,
5836,use_hFyBVwbYmFlVjDALiY91TzdeR3R,,,,,,,,
5837,use_4XLKYXueP7HMLMAef4O1TzgfPdQ,,,,,,,,
5838,use_TwEteIWvFH415VDiFH91TzdaRs8,,,,,,,,
5839,use_culmP03Nhncn31OCdcv1Tzdiofc,,,,,,,,
5840,use_TbQkms6y7OSxVc6EHN01TzdnSz8,,,,,,,,
5841,use_EVLAohzDPsRWePebibu1TzdPZJO,,,,,,,,
5842,use_mB1BlcakP3zU7vl4EKy1TzedIyE,,,,,,,,
5843,use_KO4dc95VBYleJzGYIfs1Tzdaeuh,,,,,,,,
5844,use_eQJf0vsAi9fSGU7foAm1TzfgReZ,,,,,,,,
5845,use_Yo7Q2Pwna1ACydrtZfL1TzduQut,,,,,,,,
5846,use_1zDS9H6qtUuYMT41MWf1U9bldyO,,,,,,,,
5847,use_gSrSVTVcbuFHRHL08xv1Tzdaphf,,,,,,,,
5848,use_23URlUFIBGFSOHXNDjo1TzdnWLl,,,,,,,,
5849,use_cn5EQvFQn2gk3sHhse01TzdcOvS,,,,,,,,
5850,use_QiyxWTKnoJXIw4aIQBK1Tzdw1Tk,,,,,,,,
5851,use_0hK1nBJVjvxp5X6dhA31TzeAgEZ,,,,,,,,
5852,use_9Nq8lmVfa9oFb1vbbUa1Tzdk1Uu,,,,,,,,
5853,use_Zj9rjOkFeTMtfu6ghTI1TzemsER,,,,,,,,
5854,use_Fb3kwAX6DO6kkZyOD4d1TzeAw3v,,,,,,,,
5855,use_hSMZnA5N6He38YZPQdn1TzdgPCU,,,,,,,,
5856,use_Iu1reA6yrPjILEd6xlG1TzdnKsK,,,,,,,,
5857,use_34JSgyqT7scjLG7AAk91TzdZjH5,,,,,,,,
5858,use_rncLst9sbPK7NDrMl0a1TzdcX7A,,,,,,,,
5859,use_miKk6vkeYpNnSkaDJOF1TzdR7YF,,,,,,,,
5860,use_njqKy8GeJC4qNXUJf451Tzdq1sz,,,,,,,,
5861,use_u5WqOWFBBnsI8Xz8z2f1TzdUpx1,,,,,,,,
5862,use_s9wkS8qnK61ghtCqvVo1TzeqN1l,,,,,,,,
5863,use_HB0McBmv1AwpRadLnMW1TzefWal,,,,,,,,
5864,use_7iCgURz8aID9AAahOA21TzdhAps,,,,,,,,
5865,use_ZoPOzILBIRSha3hlbWc1Tzdo3R2,,,,,,,,
5866,use_sqKdQcm9PCMq69XPipx1TzdzmMI,,,,,,,,
5867,use_uyl5Nx1wOnZynJB6UYs1TzdbMAw,,,,,,,,
5868,use_UPXyYixNTCacduXbL8P1Tzdf2tm,,,,,,,,
5869,use_isqqNyrko8J11PgM3lP1Tzdq8Oy,,,,,,,,
5870,use_tYfD1uFKYoZA89v5sdT1TzdQbXn,,,,,,,,
5871,use_Cysbwyk9SXy8le0yRBX1Tzdfntx,,,,,,,,
5872,use_zeeskLkjmOvVoUhWeCs1Tze8MJn,,,,,,,,
5873,use_YxwesyHtqz4cEfMkxhg1Tzdea99,,,,,,,,
5874,use_eAqBjUBj47lR5IeqbrA1Tzdd0zB,,,,,,,,
5875,use_cIV5UliAVuE07AVT91j1TZPOZWu,,,,,,,,
5876,use_0joxjpgyhljADEg1uKT1Tzdur1y,,,,,,,,
5877,use_cNi7eYU6Jl4jjn9hGKn1TzddXlt,,,,,,,,
5878,use_Co1H3oVhsojpiEHo97Q1TzdxWIt,,,,,,,,
5879,use_sU7K2q2fq2oz8st8ZnJ1Tzdy89C,,,,,,,,
5880,use_79Q1s6i5k3Odfim4N6F1Tzdhy8z,,,,,,,,
5881,use_exrAxgcNRrnq0OghEBV1Tze4R6I,,,,,,,,
5882,use_WngDz3hp6HPFHjsRe9l1TzdZUOM,,,,,,,,
5883,use_z41x4SU4xh8mOfsFIc11TzdYBkB,,,,,,,,
5884,use_ycnEo4CF0JwBqABq1Zt1TzddAjq,,,,,,,,
5885,use_0CYurnfAIt9yHMfWAND1TzdiS1i,,,,,,,,
5886,use_eHatl3CWjl2gkOAYqq11Tzdooh5,,,,,,,,
5887,use_VJFdQn4Ib3HR7fod1681Tzdkyi4,,,,,,,,
5888,use_YbjWqh6hVVU1gCJYCmL1Tzdz1b3,,,,,,,,
5889,use_AOcXu39nF0OZoxWJ32a1TzdrhTU,,,,,,,,
5890,use_0WnDfvqaCvjJSngGPGB1TzePkhX,,,,,,,,
5891,use_AhdpuKqKrAINyXOptsL1Tzdwkb1,,,,,,,,
5892,use_QlHbgMy5P3vZugfuVH41TzdqhiI,,,,,,,,
5893,use_DHI8qexMEdmthkJWkVc1Tzduclf,,,,,,,,
5894,use_uCYZQG5kU2xd5pM9cIN1TzdlEUU,,,,,,,,
5895,use_j4VhP1K2MW4oihv6xew1TzdkbDY,,,,,,,,
5896,use_xjHP0gE9uobBWnQHtbS1TzdVKKk,,,,,,,,
5897,use_gju5WTo5PwBTElbzacm1TzdrGQx,,,,,,,,
5898,use_rv91lyT6eV0Pf1EBcUP1TzdVHww,,,,,,,,
5899,use_tFxZzNCCfg3LZOwyie11TzcXGjS,,,,,,,,
5900,use_vf5nwxWZ6r7irkbemh41Tzdd4aR,,,,,,,,
5901,use_NzBKmoL76WefBmEJsdO1Tze9ZzN,,,,,,,,
5902,use_YjZIfmKDLMIgg9fjvbH1TzdsC7c,,,,,,,,
5903,use_8njstzDSSgSvnpsz1Xi1Tze3Za5,,,,,,,,
5904,use_JH0VhTGgwyOONiJB4qL1Tze9g4N,,,,,,,,
5905,use_EGmW89pLbF6sWtGnbRe1Tzdj3bB,,,,,,,,
5906,use_yj7fW5XaWAYMOeOEsBz1TzdlPYY,,,,,,,,
5907,use_WZdHo3cAnmtkP3R6HXT1TzcuUcZ,,,,,,,,
5908,use_T6wZH6sYBRTovPsUHap1Tzdy37T,,,,,,,,
5909,use_ggjrHxX0m5VKDGlyvXf1TzeIeyu,,,,,,,,
5910,use_ChYtOMmGRdejQxQqW1d1TzdmdEY,,,,,,,,
5911,use_JtjSoWrV1cOxBuga4Ey1TzeCjQZ,,,,,,,,
5912,use_2uAiF59L6xcU9iWmAhC1TzdlvpG,,,,,,,,
5913,use_zPyLJkHoRVDBe1pbKBL1TzdTZ9j,,,,,,,,
5914,use_1qkYmg4wy6d9qvkHZ0U1Tzdd5kh,,,,,,,,
5915,use_F2561HZZjp7a7szVJ201TzdgpOK,,,,,,,,
5916,use_7HRPuUcet50Qw5DFfIf1TzdgYFC,,,,,,,,
5917,use_mrEnRTqAQJsjeYSiD2G1Tzcq3o3,,,,,,,,
5918,use_99K5FbuiEoJBgw6MF0g1TzdO9sk,,,,,,,,
5919,use_EGb7avCNU1FOLjXTfgW1TzdUP9W,,,,,,,,
5920,use_nYUZnJEBvv8nd0goni21Tze38nD,,,,,,,,
5921,use_0PKa6OaQHyIikXS5Lbr1TzeAEok,,,,,,,,
5922,use_ZSlCo8OhFK2OFBbNDXS1TzeGDYh,,,,,,,,
5923,use_Ja9mOQ6EAnBNXpffwnV1TzggNiy,,,,,,,,
5924,use_ms8XNtBbhAbQrFFCMY21Tzda64P,,,,,,,,
5925,use_je62ewrJuJThBBPnDgH1TzfXfqo,,,,,,,,
5926,use_GVGCttjlySTXKZX7jKj1TzdfQRO,,,,,,,,
5927,use_5kFC5MTALkNsUcIgjyV1TzeFufS,,,,,,,,
5928,use_qR1vAvH1RfZboxpJshu1TzdbTsN,,,,,,,,
5929,use_DiTNlCylsmkOj6zm3Iz1TzdkLNY,,,,,,,,
5930,use_zU0TJ5L2F2Mqa5ydxOI1TzdtJcz,,,,,,,,
5931,use_Hq9QOq6sy7QIfT9poPS1TzdctNi,,,,,,,,
5932,use_qDKhhmkIPxvqUI5DiyK1TzdXSjB,,,,,,,,
5933,use_znZSPz4MgYVKpy22hdk1Tze13pY,,,,,,,,
5934,use_jxBQnIRd07Vpns11U211TzdlwKy,,,,,,,,
5935,use_EWD5C2APiRY8nwLeyss1TzdauLd,,,,,,,,
5936,use_iFvk8uSPcyeukvef4RL1TzdnNog,,,,,,,,
5937,use_6Jxw6q3JagQGJvfusZ71TzdaoMh,,,,,,,,
5938,use_nbWMPFsKk7WI8QWM0iA1Tze2H54,,,,,,,,
5939,use_Re7PLXmmGs4Wiil366p1TzdctSb,,,,,,,,
5940,use_FtTGJ3SOemko438VedG1TzdpaXs,,,,,,,,
5941,use_Lhw15hBqNxvPWgEn3sG1Tzdg2di,,,,,,,,
5942,use_ZgkEJ0TcB46iLExQiiS1TzdlTUc,,,,,,,,
5943,use_RiacsQ6uDvX3NhW0DDE1TzdMVGv,,,,,,,,
5944,use_L5at8pPtms1ucsSTDar1TzdslUy,,,,,,,,
5945,use_68EJnr5yMmnCQ8fP3Cn1Tzdkake,,,,,,,,
5946,use_zrY5CSLN1sAcjreD2a11TzdbNVe,,,,,,,,
5947,use_KZ7cXFBGqZgAcxrotIS1Tzdiv8s,,,,,,,,
5948,use_bxsWEvH65PSyVmkzzN31TzdZXIW,,,,,,,,
5949,use_fyUC99IgTL3gsZncXiB1TzeTicq,,,,,,,,
5950,use_WH8ivcLvc9uzwzPAS8s1TzeLt4x,,,,,,,,
5951,use_ZeddO9PlSVLapOSxYbb1Tzdczvl,,,,,,,,
5952,use_UQVcqSiAP6QfnKUbkHM1TzdhVNl,,,,,,,,
5953,use_bN5EotPvsNigrgyUneZ1Tzdygol,,,,,,,,
5954,use_Pthc1nipLQli1PNghO01TzdoyHi,,,,,,,,
5955,use_PwDedm1jG1SXz9cZhjL1TzdW8Zh,,,,,,,,
5956,use_HlXLmGs3fUrUohqQIH61Tze5Ac4,,,,,,,,
5957,use_G1UImRx7DWE7ePlW1GF1TzdXvch,,,,,,,,
5958,use_MbpcOzqtN0z8ANfdYQh1Tzdetu1,,,,,,,,
5959,use_iTYHTF8H0EGp31M5bK51Tzdc5Pc,,,,,,,,
5960,use_ew7DU7fSbYHQXN1Tm8M1TzdxHDT,,,,,,,,
5961,use_gNXIP6N4dUsOtxzjuDr1TzdXqsF,,,,,,,,
5962,use_0lPr0GQncGq0GwAecdP1TzdROaY,,,,,,,,
5963,use_6AOr3y718ttDKuQ96I71Tzdekl0,,,,,,,,
5964,use_6j5IlGaxhs2zFV0zq0J1TzdhQCh,,,,,,,,
5965,use_0FUTZWvhVsKlWgDt0ZE1TzdbKyK,,,,,,,,
5966,use_sej5JMUDElM4ePFGNkQ1Tzdg4SB,,,,,,,,
5967,use_G1cumIalEaKsBaue7xc1TzdxEQ3,,,,,,,,
5968,use_hZ3RfI5xlzhXNonaVTL1Tze2R8S,,,,,,,,
5969,use_AoQkNFuPvU8kx4ZkCgV1TzdxU45,,,,,,,,
5970,use_0YGDMLn7H0ujIayp3o41Tze1p3y,,,,,,,,
5971,use_zsrcElOfMH6c6lHyZb01TzdP7vd,,,,,,,,
5972,use_aYVNJK1wvq4KWkhhaEy1Tzdc7gU,,,,,,,,
5973,use_SAWF5AmiJ9IN2DE7OTJ1TzdOYUI,,,,,,,,
5974,use_Xr43hvNdfa0NmR9Lki51TzdhHTo,,,,,,,,
5975,use_io4h6UecqgxSJdbJplx1TzdxRrc,,,,,,,,
5976,use_0rmbZ5gtfVRhPPv94Rb1TzefqXT,,,,,,,,
5977,use_wbszWAMGXjEug60yBxd1Tze30Ds,,,,,,,,
5978,use_eVKEMEaKjzkWH5pX2g21TzdfAVC,,,,,,,,
5979,use_BX1dbB2FhxPzHdqQRGj1Tzde93U,,,,,,,,
5980,use_marK08JY4WBPM0NWYUu1TzdpIci,,,,,,,,
5981,use_y1ngzIhUXRsEtOSHybw1TzdnkfV,,,,,,,,
5982,use_qpbLE3DwVw6mMYF8Acs1TzdN21e,,,,,,,,
5983,use_n035Glr67jlfn66a6zA1Tze4GWo,,,,,,,,
5984,use_ucsltqXgWjPsUxxrfn11Tzda9Xd,,,,,,,,
5985,use_HVB8p1ULHlZneQ14mY21TzdroIn,,,,,,,,
5986,use_pwX9uGQXthcpeSKf62p1Tzdf81v,,,,,,,,
5987,use_z5STnpU6FFbOdPuX4Wl1TzdcwJv,,,,,,,,
5988,use_XlkHh5avwFj3UETjOQS1TzehUrM,,,,,,,,
5989,use_BJidJTbBXgEoU02G9PO1TzdifLw,,,,,,,,
5990,use_5rDb5AOIJHl1gw6T0kY1TzdqDF1,,,,,,,,
5991,use_G3soaAbDXDbkHWTOdiC1Tzdr9ju,,,,,,,,
5992,use_kmyMdcG9seOXGQVbBhn1TzderkM,,,,,,,,
5993,use_bl7kW4e4OCNZzreLv9H1TzdR9Mx,,,,,,,,
5994,use_GTHQdReZGK84ezysrCG1TzfZBRe,,,,,,,,
5995,use_CKYxX7Pff8d1DyqUdwl1TzdgrsW,,,,,,,,
5996,use_bWujZc5i92vMNVVMDsP1Tze7pDY,,,,,,,,
5997,use_b2u7pa27dqMgfSUhyH41TzfuPxk,,,,,,,,
5998,use_UyAtRvp7vP08zVy9VKA1TzdqkI6,,,,,,,,
5999,use_LtehEWvmtyVWTmZstbd1TzfHQmb,,,,,,,,
6000,use_zds3MQgWpARhCjGp3gO1Tzdljbz,,,,,,,,
6001,use_7wm9psTF6sy1Aq6h0zg1TzeKXwe,,,,,,,,
6002,use_V7LEvA8Jla2LgYVtad41TzdMeV1,,,,,,,,
6003,use_4mvxTlkRcvHSO9yh6rm1TzdsiXY,,,,,,,,
6004,use_PNdTI19ci2OoTtl9Rr61TzdbIIK,,,,,,,,
6005,use_3LI2P8S79PwvQ9sXPX71TzdjKpl,,,,,,,,
6006,use_9Z7s35eFCQZUmw75dkQ1Tzdmjwl,,,,,,,,
6007,use_u7atl3KDnDqJpRYj7yk1TzdhAtT,,,,,,,,
6008,use_GLhM7FOKb4xcqDohY0f1TzeBBmM,,,,,,,,
6009,use_cQdEPnP7EvXoZKB5W9e1TzeqaYD,,,,,,,,
6010,use_CpmeWj8ZPX40tW1XiUE1TzdqIj9,,,,,,,,
6011,use_9Ny1WrH32quVdYVKCL91TzdeoqH,,,,,,,,
6012,use_wgJlc69ACJSxWqofEJE1TZUD871,,,,,,,,
6013,use_iALNVSEmML4lShF5f0A1Tze1RSp,,,,,,,,
6014,use_ufQm3wEaYO2KtHhWwFi1TzeSfRc,,,,,,,,
6015,use_4VFXK2MMTckA9yfEpKC1Tzdsh9w,,,,,,,,
6016,use_w8ZIs9wrYp8c7tqV9DJ1TzdqjvP,,,,,,,,
