userId,age,gender,registrationDate,languageCode,countryCode,emailContactable,postalContactable,postalCode,numberChildren,lastActivityDate,reactivationValue,toothBrushType,detergentType,MrPropreTrier,AntikalTrier,ArielTrier,DashTrier,scentLover,petOwner,ecoInterest,closestShop,washDishes
use_JGzOJ7Y1D6L9270wOT51TzdiZdo,27,F,2018-06-19T19:34:23Z,fr,FRA,True,False,15000,1,2020-06-02T17:18:35.005715Z,Lapsed,Electric,Liquid,,,,,NonUser,Yes,Low,5. Drive,Hand
use_0nRzeBbXFWxII7mdFjN1Tzdd48x,49,M,2018-12-26T21:27:53Z,fr,FRA,True,True,94420,1,2021-05-28T21:39:38.165493Z,Active,Manual,Liquid,Known Trier,,Known Trier,Known Trier,Low,Yes,,3. SuperMarket,Auto
use_IPhfXuhkeb1RilJ8zRn1TzeGwnd,30,F,2018-09-05T14:39:31Z,fr,FRA,True,True,95880,2,2020-05-10T00:56:41.084118Z,Lapsed,Electric,Pods,,,Known Trier,Known Trier,,No - maybe future,Low,,Hand
use_j6mkKUMOmuVtToxgMjK1Tze17P0,39,F,2007-10-16T00:00:00Z,fr,FRA,True,True,57920,1,2021-03-04T14:53:25.816674Z,Active,Electric,Pods,,,Known Trier,,NonUser,Yes,Medium,,Auto
use_pyu52pcrdBu7AKQpGnk1TzcMKmF,43,M,2015-06-25T00:00:00Z,fr,FRA,False,False,33610,,2021-05-28T08:55:09.695839Z,Lapsing,Electric,Liquid,,,Known Trier,,,Yes,Low,,Auto
use_tCFtsAB2ZPshNTNOw6S1TzdrYGC,35,F,2016-09-04T11:12:27Z,fr,FRA,True,True,13590,1,2020-12-20T15:31:57.57717Z,Active,Electric,Liquid,,,,,Low,Yes,Low,,Hand
use_wnEB6zCiCtnl8bi1hD41TzddlIK,53,F,2016-02-12T10:19:10Z,fr,FRA,True,True,61700,2,2020-11-05T19:55:34.270658Z,Active,Manual,Liquid,,,Known Trier,,,Yes,,,Auto
use_rVN8NfzWRzzrDHq7Hlj1TzeuTS2,27,F,2018-12-29T09:39:19Z,fr,FRA,True,True,62575,0,2020-10-07T08:17:46.926733Z,Active,Manual,Liquid,,,,,NonUser,Yes,,,Hand
use_4S0m38AgEePYq6oK7Sw1TzelFXL,30,F,2018-09-13T10:14:48Z,fr,FRA,True,True,92500,2,2020-09-22T08:03:05.763617Z,Active,Electric,Liquid,,,Known Trier,Known Trier,High,No,,2. Moyenne Surface,Hand
use_7569lCNVleXWptNHDxc1Tze0BGK,50,F,2010-06-21T00:00:00Z,fr,FRA,True,True,10000,0,2020-06-18T21:37:47.345246Z,Active,Manual,Liquid,,,,,Medium,No - maybe future,Low,,Hand
use_C0zrq3u0PD5rapexRMm1TzeMhwC,46,M,2012-02-24T00:00:00Z,fr,FRA,True,True,80110,7,2021-02-13T15:55:40.335632Z,Active,Manual,Pods,Known Trier,Known Trier,Known Trier,Known Trier,,No - maybe future,High,,Auto
use_BRllsUqaGq08noEGx3R1Tze0HJK,51,F,2016-03-07T12:50:44Z,fr,FRA,False,False,50620,2,2020-11-29T11:37:51.051205Z,Lapsing,Manual,Liquid,,,,Known Trier,,Yes,Medium,,Hand
use_Ik3Smre6XVyUyk15QtE1TzeD5j9,40,F,2018-10-15T17:16:04Z,fr,FRA,True,True,80500,1,2021-04-04T19:25:48.882395Z,Lapsed,,Pods,,,,,,No,,,Hand
use_QaPCozK92pkzWPxApbO1TzduDOe,21,F,2019-05-21T16:36:05Z,fr,FRA,True,True,25000,0,2020-03-26T22:17:25.731364Z,Lapsed,Manual,Liquid,,,Known Trier,,NonUser,Yes,,,Auto
use_ztJAnkhm1UzibQF4x9y1TzdkOkV,41,F,2015-02-06T09:35:22Z,fr,FRA,True,True,77220,2,2021-02-11T10:07:41.82178Z,Active,Manual,Liquid,,,Known Trier,Known Trier,,No - maybe future,High,,Hand
use_4Q2fOfTOY6xzTXCzJae1TzeQ0hx,39,F,2019-02-02T19:19:27Z,fr,FRA,True,True,01990,0,2020-04-28T13:12:27.850628Z,Lapsed,Manual,Powder,,,,,,Yes,,,Hand
use_mnR3A9P8kqnS2LQU0MJ1TzftHtc,44,F,2019-05-01T01:19:53Z,fr,FRA,True,True,33320,1,2021-03-04T11:32:11.470455Z,Active,Manual,Liquid,,,,,Medium,No,,,Hand
use_TySVNanOfqPM73IMUSC1TzeKY9m,61,F,2016-09-17T09:53:54Z,fr,FRA,True,True,27400,0,2021-03-27T09:09:52.5044Z,Lapsing,Manual,,,,,,Low,Yes,,,Hand
use_gyzytMRR91QGrgcATWg1Tzdv8cB,41,M,2015-04-12T07:16:35Z,fr,FRA,True,True,56700,2,2020-03-20T20:32:25.600335Z,Lapsing,Electric,Liquid,,,,,,Yes,Low,,Auto
use_xNhU2d4wLSZIVG2m30i1TzdSv9q,62,F,2017-04-12T20:39:12Z,fr,FRA,True,True,26000,0,2021-05-21T16:58:25.033673Z,Active,Electric,Liquid,,,,,,Yes,Medium,,Auto
use_G5q0Cud7XvKNjWN8xnz1TzdkMQk,36,F,2018-02-26T18:46:07Z,fr,FRA,True,False,28200,1,2020-09-01T15:19:40.932894Z,Active,Electric,Pods,,,,,NonUser,Yes,High,,Auto
use_4kuubLXRU43qJcU6rVa1TzdXz8o,33,F,2016-12-31T12:00:41Z,fr,FRA,False,True,75019,2,2020-06-04T13:31:14.028733Z,Lapsed,Electric,Pods,,,Known Trier,Known Trier,,Yes,,,Hand
use_L75YAJx7BqJsXl3JYrw1TzeA3mf,42,F,2010-10-09T00:00:00Z,fr,FRA,True,True,91200,2,2021-05-06T11:42:49.108622Z,Active,Electric,Liquid,Known Trier,,Known Trier,Known Trier,Medium,No,Very high,,Auto
use_CsdOj7nJGYvEZn38F3g1TzdaFFL,44,F,2018-02-20T12:52:52Z,fr,FRA,True,True,31500,0,2021-05-01T08:10:25.738881Z,Active,Electric,Pods,,Known Trier,Known Trier,Known Trier,,Yes,High,,Hand
use_bm6uUk7JGs7UVY92SkR1TzdXc4R,36,F,2013-06-09T00:00:00Z,fr,FRA,True,True,63500,1,2021-04-13T08:23:04.328554Z,Active,Manual,Liquid,Known Trier,,,Known Trier,,No - maybe future,High,,Hand
use_Osz8tZBw5wXcP2Hk14u1TzdluzV,36,F,2017-03-02T16:25:24Z,fr,FRA,True,True,50640,4+,2021-03-30T10:10:26.726948Z,Lapsed,Electric,Liquid,,,Known Trier,Known Trier,,Yes,,,Hand
use_GgJ1zWbdd731gnZ31Kp1Tzdus2S,73,F,2015-03-03T23:44:35Z,fr,FRA,True,True,87220,2,2020-12-14T08:14:29.444108Z,Active,Manual,Liquid,Known Trier,,,,Low,No - maybe future,,,Hand
use_MaJMBX5OAe0lftQTiMc1Tzdr5t6,49,F,2007-07-19T00:00:00Z,fr,FRA,True,True,67100,0,2020-12-23T10:21:46.605799Z,Active,Electric,Liquid,,,,,,No - maybe future,Low,,Hand
use_ZETqWGRqLCd6oxJHmMa1Tzdrki2,37,F,2019-05-27T17:08:40Z,fr,FRA,True,True,44270,2,2021-03-31T06:26:35.817053Z,Active,Manual,Liquid,,,Known Trier,Known Trier,NonUser,Yes,Medium,,Hand
use_dnviVvVMQ4gwzSbO2bK1TzduFYE,38,F,2010-11-12T00:00:00Z,FR,FRA,True,True,22230,2,2020-12-06T00:32:08.608381Z,Active,Manual,Liquid,,,Known Trier,Known Trier,Low,Yes,High,,Hand
use_NbvLiQxQvS6xWGW7c181TzdoFMY,47,F,2015-03-16T15:21:09Z,fr,FRA,True,True,80400,0,2021-03-26T08:43:30.133533Z,Active,Manual,Pods,,,,,,Yes,,,Hand
use_eilKLNvWJKXQVLvXlcv1TzdhBZ8,54,F,2018-01-15T21:13:06Z,fr,FRA,True,True,86370,0,2021-01-24T10:37:46.601735Z,Active,Electric,Liquid,,,,,Low,No - maybe future,High,,Auto
use_ipSJuEk4idYmZwFUqHR1TzdbLSO,31,F,2015-11-14T16:52:30Z,fr,FRA,True,True,69290,0,2021-04-11T15:51:27.555127Z,Active,Manual,Liquid,,,Known Trier,Known Trier,Low,Yes,,,Hand
"use_Db3zWp6Bq1khteAgHAv1Tzeecx7,33,F,2015-04-08T08:43:55Z,fr,FRA,True,True,59690,2,2020-06-27T08:26:45.610373Z,Lapsing,Electric,Pods,,,,,,""Non, j'aime les animaux, mais je n'en ai pas pour le moment."",Low,,Hand"
use_KnzWY1o0njvugs4BB501Tze9Wzh,36,F,2018-03-02T10:42:44Z,fr,FRA,True,True,59400,2,2020-08-31T14:00:34.576113Z,Active,Electric,Powder,Known Trier,Known Trier,Known Trier,Known Trier,,Yes,Very high,,Auto
use_dKCC8YQ9feZXPqa9Sdz1Tzddprz,49,F,2016-08-25T18:21:15Z,fr,FRA,True,True,57600,0,2021-05-29T06:36:57.021984Z,Active,Manual,Pods,,,Known Trier,,High,No - maybe future,Medium,6. Hard Discounter,Hand
use_6j3CyDFlI28Nug27NyT1TzdqoIZ,43,F,2016-10-22T22:36:51Z,fr,FRA,True,True,49160,3,2021-04-21T11:59:07.492252Z,Active,Manual,Liquid,,,,,,Yes,,,Auto
use_dCXJ9LfQUx3XOmVGnby1Tzdode6,26,F,2019-01-11T15:55:47Z,fr,FRA,True,True,31300,0,2021-03-16T07:43:57.064645Z,Active,Manual,Pods,Known Trier,Known Trier,,,,No - maybe future,,,Hand
use_kTJxIQ5FNns4AGEqUQc1Tzdt4Ou,70,M,2015-09-14T04:59:12Z,fr,FRA,True,True,51210,0,2021-05-28T15:49:56.549041Z,Active,Manual,Liquid,,,Known Trier,Known Trier,NonUser,No - maybe future,,,Auto
use_fYrqbQA91ttWDA9f4OZ1TzdaoL8,27,M,2017-08-21T13:54:30Z,fr,FRA,True,True,14100,2,2020-09-11T17:09:37.573988Z,Active,Electric,Liquid,,,,,,Yes,Low,,Hand
use_5pXKAuOLxgV9laBG32p1Tzdpah5,38,F,2009-02-02T00:00:00Z,fr,FRA,True,True,78955,2,2021-05-03T14:29:41.88431Z,Active,Electric,Pods,,,Known Trier,,,No - maybe future,High,,Auto
use_ED7JNBLRGQjHIoTNUQY1TzdxO6c,28,F,2019-04-08T12:55:37Z,fr,FRA,True,True,95110,2,2021-03-01T13:14:26.504501Z,Active,Manual,Liquid,,,,,,No,,,Hand
use_pHCFk4hYyQkZYHpqgRJ1TzdsO3b,25,F,2014-07-17T00:00:00Z,fr,FRA,True,True,67430,0,2021-02-11T09:10:04.999556Z,Active,Manual,Liquid,,,,,NonUser,Yes,Low,,Hand
use_nlpYevy6p7dXhobSmby1Tzda0rg,31,F,2016-12-08T16:58:57Z,fr,FRA,True,False,76650,0,2021-05-18T11:56:16.82364Z,Active,Manual,Pods,Known Trier,,Known Trier,Known Trier,,Yes,Low,,Hand
use_ofLUwwWd5Gom0ZVhb9G1TzdtakR,78,M,2017-10-03T15:19:33Z,fr,FRA,True,True,95170,0,2021-05-19T20:56:10.558965Z,Lapsed,Manual,Pods,,,,,,No - maybe future,,,Hand
use_JjhcteKJy2WY1pO2Bn21TzdoKUP,30,F,2018-11-22T12:11:24Z,fr,FRA,False,True,51600,2,2020-08-31T19:53:58.920259Z,Active,Electric,Pods,,,Known Trier,Known Trier,,Yes,Low,1. Magasin de Proximit�,Hand
use_LgBgn53wV1l8X2772i51Tzdd1tk,44,F,2016-03-13T15:23:25Z,fr,FRA,True,True,33600,1,2021-03-05T11:38:56.182751Z,Active,Manual,Pods,Known Trier,,Known Trier,,High,No,,,Auto
use_VJSZbiXXnmGdBj6splp1TzfMAKK,23,F,2015-08-10T18:23:08Z,fr,FRA,False,True,60200,1,2020-05-25T21:14:29.425616Z,Lapsed,Manual,Pods,,,Known Trier,,,Yes,,,Auto
use_wJOIRHDwGeOXM2a5UvF1Tzfyjwh,33,F,2019-06-30T16:06:48Z,fr,FRA,False,True,42000,2,2020-09-06T17:08:11.749021Z,Lapsed,Manual,Liquid,,,,,,No,,,Auto
use_LQ2mLNZehysvMDcBNl81TzdjT1T,38,F,2015-04-02T10:44:44Z,fr,FRA,True,True,49130,3,2021-05-10T11:09:04.422174Z,Active,Electric,Pods,,,Known Trier,,,No,High,,Auto
use_bWujZc5i92vMNVVMDsP1Tze7pDY,28,F,2013-05-06T00:00:00Z,fr,FRA,True,True,43000,1,2020-06-02T16:42:16.422114Z,Lapsed,Electric,Liquid,,,,,,Yes,High,,Auto
use_7sCe9HAcQ3DuoZTxy1e1TzdOeBl,36,F,2010-05-04T00:00:00Z,fr,FRA,True,True,67320,2,2020-12-18T19:05:34.178815Z,Active,Manual,Pods,,,,,Low,Yes,High,4. HyperMarket,Auto
use_tEkcq1wtr1Zb0N9TnY21TzdZslv,53,M,2015-09-04T12:43:53Z,fr,FRA,True,True,53200,2,2020-11-18T18:10:21.475621Z,Lapsing,Manual,Pods,,Known Trier,Known Trier,Known Trier,,Yes,Low,,Auto
use_x11wfbt31rX9aGYMzF41Tzdk5qa,44,F,2017-08-03T09:17:16Z,fr,FRA,True,True,12200,0,2021-05-29T05:55:33.910575Z,Active,Electric,Liquid,,,Known Trier,Known Trier,,No - maybe future,Very high,1. Magasin de Proximit�,Hand
use_k5je8RTIXNG5tcMxIhi1TzeQNHr,30,F,2018-01-18T09:15:06Z,fr,FRA,True,True,71100,,2021-05-26T11:21:27.832766Z,Active,,,,,,,NonUser,Yes,Low,,Hand
use_MMF63W0MPnQgMWwj5fn1TzeO1L6,45,F,2015-09-14T05:15:11Z,fr,FRA,True,True,40260,3,2021-01-23T13:05:25.220882Z,Active,Electric,,Known Trier,,Known Trier,,,Yes,High,,Auto
use_patMjza7dESkKwqdmej1TzdiB5F,49,F,2016-12-13T11:30:16Z,fr,FRA,True,True,49360,2,2021-05-20T13:02:26.045047Z,Active,Manual,Liquid,Known Trier,Known Trier,,,,No,Medium,,Auto
use_An8nBY20Hm9nyrIpTA51Tzdy754,24,F,2018-02-18T17:38:16Z,fr,FRA,True,True,40280,0,2020-12-29T19:56:53.069686Z,Active,Manual,Pods,,,Known Trier,Known Trier,,Yes,High,,Auto
use_m8sigQYliEdQ2qTltDY1TzddqFh,41,F,2018-02-19T13:04:36Z,fr,FRA,True,False,44100,2,2020-07-03T14:16:06.350868Z,Lapsing,Manual,Liquid,,,,,,Yes,,6. Hard Discounter,Auto
use_DtgZipLmyiGmroFTiLt1Tze3j1b,46,F,2008-06-16T00:00:00Z,fr,FRA,True,True,17210,1,2020-07-04T09:32:05.832941Z,Active,Manual,Pods,,,,,,Yes,Very high,,Hand
"use_oUnK0fZsZOCFS2wXcO41TzdwfQS,45,F,2012-02-18T00:00:00Z,fr,FRA,True,True,59390,0,2020-12-13T17:21:36.688068Z,Active,Manual,Liquid,Known Trier,,Known Trier,,Low,""Oui, j'adore nos petites boules de poils !"",Medium,,Hand"
use_Jbl04sH42jpYduEwBMA1TzdqUAV,42,F,2007-04-11T00:00:00Z,fr,FRA,True,True,14610,4,2021-03-03T17:35:28.211531Z,Active,Manual,Pods,,,Known Trier,,,Yes,,5. Drive,Hand
use_H6QlfpXirMY33O3mNYR1Tzdjcds,32,F,2010-11-26T00:00:00Z,fr,FRA,True,True,63100,2,2020-04-30T09:07:37.36743Z,Lapsed,Manual,Liquid,,,,,,Yes,High,3. SuperMarket,Auto
use_riEXtcvjD6j46KeUjlX1TzdcDkX,37,F,2015-03-03T12:32:07Z,fr,FRA,True,True,27120,1,2021-03-30T07:07:25.180368Z,Active,Manual,Liquid,,,,,Low,Yes,High,,Auto
use_dTFVp4c4WNcQHnBe9wa1TzeknG2,36,F,2018-10-01T13:13:07Z,fr,FRA,True,False,89100,1,2020-06-23T14:29:19.437664Z,Lapsing,Electric,,,,,,,No - maybe future,,,Hand
"use_xXqM9winamIfckOalQX1Tzdd6m5,59,M,2015-04-02T11:13:05Z,fr,FRA,True,True,11620,1,2021-05-17T07:23:31.202111Z,Active,Electric,""Liquid, Pods"",,,,,NonUser,Yes,Medium,,Hand"
use_DzrG5QeW7rwLAu1yH2R1TzdpRrr,58,F,2018-09-18T16:23:27Z,fr,FRA,True,True,62141,2,2020-12-20T17:01:41.097853Z,Active,Electric,,Known Trier,,,,,Yes,,,Hand
use_a4tpYspx6NWceGHhEgU1TzdaZa3,37,F,2015-09-20T16:58:56Z,fr,FRA,True,True,84100,2,2020-12-28T21:10:11.675242Z,Active,Manual,Pods,Known Trier,Known Trier,Known Trier,Known Trier,Low,Yes,Medium,,Hand
use_gs4TSYEorR4BuFUIWRR1TzdaAGu,37,F,2017-08-09T13:41:06Z,fr,FRA,True,True,31480,2,2020-06-04T17:57:50.853824Z,Lapsed,Electric,Pods,,,,,Medium,Yes,Medium,2. Moyenne Surface,Auto
use_ZqB4hfzMXHbThsccfFz1TzdhiZw,35,F,2015-02-23T12:47:32Z,fr,FRA,True,True,31300,1,2021-04-14T11:51:41.576004Z,Active,Manual,Liquid,,,Known Trier,Known Trier,Medium,Yes,High,,Hand
use_YU3wF43v6YzHec4Xgjo1TzeY2SQ,42,F,2007-07-19T00:00:00Z,fr,FRA,True,True,29300,1,2021-05-05T08:00:33.507068Z,Active,Manual,Pods,Known Trier,,Known Trier,Known Trier,High,Yes,Medium,,Auto
use_EwcFQds7J9yZM8Fklmh1Tzhc0oO,44,F,2015-03-11T13:17:46Z,fr,FRA,True,True,67200,1,2020-08-21T19:56:00.491738Z,Lapsed,Manual,Pods,,,,,Medium,Yes,,3. SuperMarket,Hand
use_ruDywpqpAVUWUSA7QQ51TzdNjg5,45,F,2009-09-04T00:00:00Z,FR,FRA,True,True,82400,1,2021-05-05T15:37:04.326539Z,Active,Electric,Liquid,Known Trier,,,,High,No - maybe future,High,,Auto
use_xsx8jsSTlQAsDxR2cRE1TzdmCfH,69,M,2015-11-27T06:49:23Z,fr,FRA,True,True,77550,0,2020-04-09T07:35:01.073696Z,Lapsed,Manual,Pods,,,,,Low,No - maybe future,Low,,Hand
use_AYhxXIDrpqABmfyDRIz1TzdjSaF,34,F,2018-12-22T08:09:51Z,fr,FRA,True,True,94450,1,2021-05-08T08:19:33.052213Z,Active,Manual,Liquid,,,,,Medium,No - maybe future,,,Hand
use_FAqHyq0zHrk1zpUFXHX1Tzde0vm,26,F,2015-04-04T11:51:28Z,fr,FRA,True,True,94110,0,2021-05-28T20:49:38.46839Z,Active,Manual,Pods,Known Trier,Known Trier,Known Trier,Known Trier,,No - maybe future,Low,,Hand
use_ZdMa2vR72jpTf2rFZMN1Tze21cf,24,F,2015-04-04T20:53:23Z,FR,FRA,True,True,89700,0,2020-08-22T08:54:26.228386Z,Lapsed,Manual,Pods,,,,,NonUser,Yes,Medium,,Hand
use_7K2FhHv9kqMK5QnBryg1TzeFwXG,28,F,2018-12-05T11:03:17Z,fr,FRA,True,True,79300,0,2020-12-05T15:24:35.268665Z,Lapsing,Manual,Liquid,,,,,,No - maybe future,,,Hand
use_E4agFkhDRjgU9UMnrOa1TzdpmsX,30,F,2018-03-07T22:49:59Z,fr,FRA,True,True,34070,1,2021-03-29T17:14:48.354098Z,Dormant,Electric,Pods,,,,,NonUser,Yes,Low,,Hand
use_G7fATZqyYnPubag18xx1Tzdx39r,40,M,2018-01-15T12:25:58Z,fr,FRA,True,True,27210,,2021-04-16T11:28:21.188236Z,Active,,Pods,,,,Known Trier,Low,No - maybe future,Medium,,Auto
use_bpvDEYuIMhxgM9gAmxB1TzddOKF,55,F,2006-04-24T00:00:00Z,fr,FRA,True,True,94230,1,2020-04-24T17:13:04.385384Z,Lapsed,Electric,,,,,,,Yes,Low,,Hand
use_BIhBM2GdQaG0kpAqxQD1TzdtBjU,32,F,2019-02-21T19:54:44Z,fr,FRA,True,True,70170,0,2020-08-31T13:42:58.000237Z,Active,Electric,Liquid,,,,,,Yes,,,Auto
use_MY9Dbay4hQq022LYAJT1Tzdmfpc,33,F,2018-03-29T11:13:44Z,fr,FRA,True,True,62670,0,2021-02-19T19:36:14.188162Z,Active,Manual,Liquid,Known Trier,,Known Trier,Known Trier,NonUser,Yes,Low,,Hand
use_hhFBBat81jNPnqLBkz91TzdWp1G,53,F,2010-10-29T00:00:00Z,fr,FRA,True,True,38090,1,2021-01-30T12:38:04.228174Z,Active,Manual,Pods,,,,Known Trier,Medium,Yes,Very high,,Hand
use_fxJY1Dyt68fYDrCvk3j1TzdrNdS,31,F,2018-03-28T13:23:27Z,fr,FRA,True,True,95000,3,2020-12-02T05:50:09.194894Z,Lapsing,Manual,Liquid,,,Known Trier,,NonUser,No,,3. SuperMarket,Auto
use_HxcyGPOgdYbpnYGL4HL1TzeIGRB,26,F,2017-11-19T22:17:32Z,fr,FRA,True,True,44300,0,2021-03-24T20:23:29.704216Z,Active,Manual,Pods,,,,,,Yes,Low,,Hand
use_M2F4T0dEyUTpgv0qqdp1TzdhjHL,26,M,2018-11-26T16:45:37Z,fr,FRA,True,True,94190,2,2021-04-07T13:33:07.708856Z,Lapsing,Manual,Liquid,,,,,NonUser,No - maybe future,,,Hand
use_kHCvEcdEXiqkMPkPGHs1TzdaYU1,32,F,2017-02-01T14:33:12Z,fr,FRA,False,True,42000,2,2020-06-21T09:22:03.493491Z,Lapsed,Manual,Liquid,,,,,Low,Yes,Low,3. SuperMarket,Auto
use_nlczJ0evlk9g4PcSPyL1Tzde5nR,37,F,2007-04-08T00:00:00Z,fr,FRA,True,True,69330,0,2021-05-06T20:51:37.756183Z,Active,Manual,Pods,,,,,Medium,No,,,Hand
use_gtVHtXivPLGm5U1XGPZ1Tzdp8cL,69,F,2009-11-02T00:00:00Z,fr,FRA,True,True,85230,2,2021-05-29T06:31:12.611924Z,Active,Manual,Pods,,,,,,No,High,,Hand
use_kRqaULh0ET1AWtjstgz1Tzdca06,56,F,2009-04-20T00:00:00Z,fr,FRA,True,True,95120,2,2021-04-21T15:30:21.951494Z,Lapsing,Manual,,,,,,,Yes,Low,,Hand
use_5wypc5BGxPk5X0ODoEz1Tzdggtb,40,F,2016-01-01T05:32:25Z,fr,FRA,True,True,35340,4+,2020-12-23T16:27:59.14496Z,Lapsing,Manual,Pods,,,Known Trier,Known Trier,Low,No - maybe future,,,Auto
use_XxXtX0ln1xcilFrQYHK1TzdhQYd,35,F,2014-08-21T00:00:00Z,FR,FRA,True,False,13009,0,2021-02-08T20:49:18.322916Z,Active,Manual,Powder,,,,,,No - maybe future,Low,,Auto
use_5QWV98WaPoxpCCf8w8l1TzddkyO,41,F,2019-05-26T12:15:54Z,fr,FRA,True,True,86310,1,2020-06-10T04:26:05.686549Z,Lapsed,Manual,Liquid,,,Known Trier,Known Trier,NonUser,Yes,,,Hand
use_tOKuqzYqBLDWqruTmjo1TzdgL6A,38,F,2015-09-23T09:09:42Z,fr,FRA,True,True,92360,,2020-06-18T19:33:45.090952Z,Lapsed,Electric,Pods,,,Known Trier,Known Trier,,No,High,,Hand
use_cBu2QjDKqpISMQOXi4P1TzdeIIV,51,F,2016-01-01T05:40:02Z,fr,FRA,True,True,86800,2,2021-05-09T12:40:03.499936Z,Active,Electric,Pods,Known Trier,,Known Trier,Known Trier,Medium,Yes,Medium,,Auto
use_BUUSBjML1MbnPoJ2ZqC1TzdmHm3,43,F,2019-09-29T22:07:31Z,fr,FRA,True,True,62131,0,2020-12-01T12:26:06.264098Z,Active,Manual,Liquid,,,Known Trier,,High,No - maybe future,,,Hand
use_U7nccJIfhybflbWhYL81TzcK9Pb,55,F,2005-12-19T00:00:00Z,fr,FRA,True,True,67330,2,2021-04-28T11:58:25.416057Z,Active,Electric,Powder,,,,,Low,Yes,Medium,,Auto
use_GeLU9QtlrCftpN8r1PA1Tze0Wau,52,F,2007-07-19T00:00:00Z,fr,FRA,True,True,81200,1,2021-05-28T15:57:39.779426Z,Active,Manual,Liquid,,,,,High,Yes,High,,Hand
use_dfzvmIl6I5y2hHkylwu1Tzdvwrv,64,F,2009-05-04T00:00:00Z,fr,FRA,True,True,93160,0,2020-04-06T14:29:00.17171Z,Active,Manual,Liquid,,,,,,Yes,Medium,,Auto
use_dHT4F63aqleI14GQjf21TzeTJw8,26,F,2019-09-08T14:02:17Z,fr,FRA,True,True,45100,0,2020-12-17T15:48:27.27451Z,Active,Manual,Liquid,,,,,NonUser,No - maybe future,,,Hand
use_ftOvreD54zkTySnFejl1U9aVLKz,25,F,2019-10-13T13:04:32Z,fr,FRA,False,False,29300,0,2020-10-11T10:26:40.398104Z,Lapsed,Manual,Liquid,,,,,,Yes,,,Hand
use_cky2mUeWhz6oA2mPZNP1TzeHYX9,29,F,2013-12-26T00:00:00Z,fr,FRA,True,True,36800,1,2021-02-19T14:03:29.729428Z,Active,Electric,Liquid,,,,,NonUser,Yes,High,1. Magasin de Proximit�,Hand
use_gATycz2Jtv0g4YVzFEe1TzdxQ8n,29,F,2018-09-23T14:05:19Z,fr,FRA,True,True,59660,0,2020-09-06T15:20:10.411157Z,Lapsed,Manual,Pods,,,Known Trier,Known Trier,,No - maybe future,,,Auto
use_fsDXErMhnXrSkUxt0nz1Tzdrfos,28,M,2018-01-02T14:29:25Z,fr,FRA,True,True,43190,2,2020-11-21T20:41:18.387067Z,Active,Electric,Pods,,,,,NonUser,Yes,Low,,Hand
use_rm6Cf4TJ14YcVXmFTKR1TzdxTLB,23,F,2019-03-27T15:22:25Z,fr,FRA,True,True,95610,1,2020-09-03T09:58:31.398189Z,Lapsed,Manual,Pods,,,,,,No,,,Hand
use_kpeuyXUk3Pvq9iRN0rj1U9bmdCY,61,F,2019-11-13T13:36:01Z,fr,FRA,True,True,33740,2,2020-05-16T17:39:37.947482Z,Dormant,Electric,Powder,,,,,,No - maybe future,,,Auto
use_cAjN5lXDfZIFKE3vPGy1TzddQL1,71,M,2016-04-25T23:48:41Z,fr,FRA,True,True,49100,0,2021-04-27T19:45:40.746313Z,Active,Manual,Liquid,,Known Trier,Known Trier,Known Trier,Low,No - maybe future,High,,Auto
use_zh5LQ50aL7zPZxsxU4C1TzdoEZQ,56,F,2019-06-15T14:54:32Z,fr,FRA,True,True,03100,2,2021-04-10T08:19:14.619019Z,Active,Manual,Pods,,,,Known Trier,Low,Yes,Medium,,Auto
use_its7AXcaFfAm91sDUXl1Tze8mU1,34,F,2017-06-29T06:14:03Z,fr,FRA,True,True,41700,2,2020-04-10T13:30:06.150181Z,Active,,,,,,,,Yes,Medium,,Auto
use_Y6idzOAWNCWtP7TnSRS1TzdMvpH,28,F,2019-03-12T14:36:31Z,fr,FRA,True,True,88600,0,2020-06-30T07:30:24.207153Z,Active,Manual,Liquid,,,,Known Trier,NonUser,No - maybe future,,,Auto
use_K099G6oojvrzuTKBM4S1Tze8GVc,50,F,2019-05-17T20:41:12Z,fr,FRA,True,True,18000,2,2020-09-11T20:50:32.093437Z,Active,Electric,Pods,,,Known Trier,Known Trier,High,No - maybe future,,,Hand
use_0c4bGgN3HDFJPbllcKf1Tzdaybz,44,F,2009-06-01T00:00:00Z,fr,FRA,True,True,62580,0,2021-03-04T11:47:51.072391Z,Active,Manual,Liquid,,Known Trier,Known Trier,Known Trier,,No - maybe future,Very high,,Hand
use_Jl1gZ9ZaY8R36OvSkbz1TzdsbZc,46,F,2008-10-13T00:00:00Z,fr,FRA,True,True,29200,0,2021-05-29T08:18:23.176835Z,Active,Manual,Pods,,,,,,No - maybe future,Very high,,Hand
use_RZqDpljwPtzM0sSQ5yw1Tzdd23d,53,F,2017-07-06T06:00:30Z,fr,FRA,True,True,71470,1,2021-05-06T08:06:26.60964Z,Active,Manual,Liquid,Known Trier,Known Trier,Known Trier,Known Trier,Low,No,,,Auto
use_Tz4LzDizJGQySPlfzGv1TzduIas,37,F,2007-04-16T00:00:00Z,fr,FRA,True,True,94600,2,2020-10-18T21:56:13.942576Z,Active,Electric,Powder,Known Trier,,Known Trier,Known Trier,Medium,No - maybe future,Low,1. Magasin de Proximit�,Hand
